Canton,Country,People,CantonLanguage,CountryLanguage,Colour
Thurgau,Malaysia,1,German,Malaysian,08f9ff
Thurgau,Mali,2,German,French,f26aff
Thurgau,Mauritius,1,German,English,68ED7C
Thurgau,Mexico,4,German,Spanish,68ffcb
Thurgau,Moldova,6,German,Romanian,fffd66
Thurgau,Morocco,3,German,Arabic,fffd06
Thurgau,Nepal,2,German,Nepali,04ffa8
Thurgau,Netherlands,9,German,Dutch,fffd66
Thurgau,New Zealand,2,German,English,68ED7C
Thurgau,Nigeria,1,German,English,68ED7C
Thurgau,Norway,1,German,Norwegian,9900ff
Thurgau,Peru,3,German,Spanish,68ffcb
Thurgau,Poland,277,German,Polish,25ff04
Thurgau,Portugal,227,German,Portuguese,0406ff
Thurgau,Romania,67,German,Romanian,fffd66
Thurgau,Russia,14,German,Russian,68ED7C
Thurgau,Serbia,44,German,Serbian,6cd8ed
Thurgau,Seychellen,1,German,English,68ED7C
Thurgau,Singapore,3,German,English,68ED7C
Thurgau,Slovakia,242,German,Slovak,7677ff
Thurgau,Slovenia,39,German,Slovene,f26aff
Thurgau,Somalia,15,German,Somali,ffad61
Thurgau,South Africa,1,German,Zulu,ff0000
Thurgau,South Korea,2,German,Korean,a1ffd1
Thurgau,Spain,114,German,Spanish,68ffcb
Thurgau,Sweden,9,German,Swedish,ff339f
Thurgau,Switzerland,569,German,German,68ffcb
Thurgau,Syria,60,German,Arabic,fffd06
Thurgau,Thailand,18,German,Thai,c45dff
Thurgau,Tunisia,6,German,Arabic,fffd06
Thurgau,Turkey,24,German,Turkish,fffd06
Thurgau,Ukraine,18,German,Ukrainian,ffc668
Thurgau,United Kingdom,16,German,English,68ED7C
Thurgau,United States,13,German,English,68ED7C
Thurgau,Venezuela,3,German,Spanish,68ffcb
Thurgau,Vietnam,4,German,Vietnamese,ff96c8
Thurgau,Yemen,3,German,Arabic,fffd06
Thurgau,Zambia,1,German,English,68ED7C
Ticino,Afghanistan,28,Italian,Pashto,ff0880
Ticino,Albania,13,Italian,Albanian,ff0000
Ticino,Algeria,3,Italian,Arabic,fffd06
Ticino,Angola,1,Italian,Portuguese,0406ff
Ticino,Argentina,2,Italian,Spanish,68ffcb
Ticino,Australia,5,Italian,English,68ED7C
Ticino,Austria,18,Italian,German,68ffcb
Ticino,Azerbaijan,5,Italian,Azerbaijani,08f9ff
Ticino,Bahamas,1,Italian,English,68ED7C
Ticino,Belarus,9,Italian,Russian,68ED7C
Ticino,Belgium,14,Italian,Dutch,fffd66
Ticino,Benin,2,Italian,French,f26aff
Ticino,Bolivia,2,Italian,Spanish,68ffcb
Ticino,Bosnia and Herzegovina,31,Italian,Croatian,9900ff
Ticino,Brazil,85,Italian,Portuguese,0406ff
Ticino,Bulgaria,68,Italian,Bulgarian,0406ff
Ticino,Burkina Faso,1,Italian,French,f26aff
Ticino,Cameroon,6,Italian,English,68ED7C
Ticino,Canada,11,Italian,English,68ED7C
Ticino,Chile,4,Italian,Spanish,68ffcb
Ticino,Colombia,14,Italian,Spanish,68ffcb
Ticino,Congo,3,Italian,French,f26aff
Ticino,Costa Rica,1,Italian,Spanish,68ffcb
Ticino,Croatia,22,Italian,Albanian,ff0000
Ticino,Cuba,9,Italian,Spanish,68ffcb
Ticino,Cyprus,5,Italian,Greek,c45dff
Ticino,Czech Republic,21,Italian,Czech,ff0880
Ticino,Denmark,6,Italian,Danish,ff4743
Ticino,Dominica,7,Italian,English,68ED7C
Ticino,Dominican Republic,20,Italian,Spanish,68ffcb
Ticino,Ecuador,7,Italian,Spanish,68ffcb
Ticino,Egypt,9,Italian,Arabic,fffd06
Ticino,El Salvador,3,Italian,Spanish,68ffcb
Ticino,Equatorial Guinea,1,Italian,Spanish,68ffcb
Ticino,Eritrea,80,Italian,Arabic,fffd06
Ticino,Estonia,10,Italian,Estonian,6cd8ed
Ticino,Finland,8,Italian,Finnish,7677ff
Ticino,France,105,Italian,French,f26aff
Ticino,Georgia,6,Italian,Georgian,ffad61
Ticino,Germany,198,Italian,German,68ffcb
Ticino,Ghana,2,Italian,English,68ED7C
Ticino,Greece,16,Italian,Greek,c45dff
Ticino,Guinea-Bissau,1,Italian,Portuguese,0406ff
Ticino,Honduras,1,Italian,Spanish,68ffcb
Ticino,Hungary,25,Italian,Hungarian,fbffa1
Ticino,Iceland,2,Italian,Icelandic,90ff9b
Ticino,India,20,Italian,Hindi,ff908e
Ticino,Indonesia,3,Italian,Indonesian,99eaff
Ticino,Iran,13,Italian,Persian,ff4743
Ticino,Iraq,5,Italian,Arabic,fffd06
Ticino,Ireland,6,Italian,English,68ED7C
Ticino,Israel,3,Italian,Hebrew,ff339f
Ticino,Italy,5329,Italian,Italian,9baaff
Ticino,Japan,14,Italian,Japanese,ff9df5
Ticino,Jordan,2,Italian,Arabic,fffd06
Ticino,Kazakhstan,9,Italian,Rusian,68ED7C
Ticino,Kenya,5,Italian,English,68ED7C
Ticino,Kosovo,34,Italian,Albanian,ff0000
Ticino,Kuwait,1,Italian,Arabic,fffd06
Ticino,Latvia,22,Italian,Latvian,ff96c8
Ticino,Lebanon,2,Italian,Arabic,fffd06
Ticino,Lithuania,19,Italian,Lithuanian,ff0000
Ticino,Luxembourg,2,Italian,French,f26aff
Ticino,Macedonia,23,Italian,Macedonian,fffd06
Ticino,Madagascar,1,Italian,French,f26aff
Ticino,Malaysia,1,Italian,Malaysian,08f9ff
Ticino,Mali,1,Italian,French,f26aff
Ticino,Malta,1,Italian,English,68ED7C
Ticino,Mauritius,2,Italian,English,68ED7C
Ticino,Mexico,9,Italian,Spanish,68ffcb
Ticino,Moldova,2,Italian,Romanian,fffd66
Ticino,Mongolia,2,Italian,Mongolian,0406ff
Ticino,Morocco,17,Italian,Arabic,fffd06
Ticino,Nepal,2,Italian,Nepali,04ffa8
Ticino,Netherlands,35,Italian,Dutch,fffd66
Ticino,New Zealand,2,Italian,English,68ED7C
Ticino,Nigeria,1,Italian,English,68ED7C
Ticino,North Korea,1,Italian,Korean,a1ffd1
Ticino,Norway,2,Italian,Norwegian,9900ff
Ticino,Pakistan,4,Italian,Urdu,a1ffd1
Ticino,Paraguay,2,Italian,Spanish,68ffcb
Ticino,Peru,4,Italian,Spanish,68ffcb
Ticino,Poland,107,Italian,Polish,25ff04
Ticino,Portugal,189,Italian,Portuguese,0406ff
Ticino,Republic of Uzbekistan,1,Italian,Uzbek,c994ff
Ticino,Romania,663,Italian,Romanian,fffd66
Ticino,Russia,97,Italian,Russian,68ED7C
Ticino,Saudi Arabia,11,Italian,Arabic,fffd06
Ticino,Senegal,2,Italian,French,f26aff
Ticino,Serbia,45,Italian,Serbian,6cd8ed
Ticino,Singapore,1,Italian,English,68ED7C
Ticino,Slovakia,20,Italian,Slovak,7677ff
Ticino,Slovenia,14,Italian,Slovene,f26aff
Ticino,Somalia,11,Italian,Somali,ffad61
Ticino,South Africa,4,Italian,Zulu,ff0000
Ticino,South Korea,4,Italian,Korean,a1ffd1
Ticino,Spain,161,Italian,Spanish,68ffcb
Ticino,Sweden,30,Italian,Swedish,ff339f
Ticino,Syria,110,Italian,Arabic,fffd06
Ticino,Thailand,11,Italian,Thai,c45dff
Ticino,Togo,1,Italian,French,f26aff
Ticino,Tunisia,7,Italian,Arabic,fffd06
Ticino,Turkey,27,Italian,Turkish,fffd06
Ticino,Ukraine,39,Italian,Ukrainian,ffc668
Ticino,United Arab Emirates,2,Italian,Arabic,fffd06
Ticino,United Kingdom,78,Italian,English,68ED7C
Ticino,United States,234,Italian,English,68ED7C
Ticino,Uruguay,1,Italian,Spanish,68ffcb
Ticino,Venezuela,8,Italian,Spanish,68ffcb
Ticino,Vietnam,2,Italian,Vietnamese,ff96c8
Uri,Afghanistan,2,German,Pashto,ff0880
Uri,Albania,1,German,Albanian,ff0000
Uri,Austria,32,German,German,68ffcb
Uri,Belarus,1,German,Russian,68ED7C
Uri,Belgium,2,German,Dutch,fffd66
Uri,Bosnia and Herzegovina,1,German,Croatian,9900ff
Uri,Brazil,2,German,Portuguese,0406ff
Uri,Bulgaria,2,German,Bulgarian,0406ff
Uri,Canada,2,German,English,68ED7C
Uri,Czech Republic,7,German,Czech,ff0880
Uri,Denmark,1,German,Danish,ff4743
Uri,Egypt,1,German,Arabic,fffd06
Uri,Eritrea,13,German,Arabic,fffd06
Uri,France,1,German,French,f26aff
Uri,Germany,122,German,German,68ffcb
Uri,Hungary,19,German,Hungarian,fbffa1
Uri,India,5,German,Hindi,ff908e
Uri,Iraq,3,German,Arabic,fffd06
Uri,Ireland,1,German,English,68ED7C
Uri,Israel,1,German,Hebrew,ff339f
Uri,Italy,22,German,Italian,9baaff
Uri,Jordan,2,German,Arabic,fffd06
Uri,Kosovo,1,German,Albanian,ff0000
Uri,Liechtenstein,1,German,German,68ffcb
Uri,Morocco,2,German,Arabic,fffd06
Uri,Myanmar,1,German,Burmese,ff8424
Uri,Netherlands,3,German,Dutch,fffd66
Uri,Peru,1,German,Spanish,68ffcb
Uri,Poland,23,German,Polish,25ff04
Uri,Portugal,91,German,Portuguese,0406ff
Uri,Romania,3,German,Romanian,fffd66
Uri,Russia,5,German,Russian,68ED7C
Uri,Serbia,5,German,Serbian,6cd8ed
Uri,Slovakia,15,German,Slovak,7677ff
Uri,Slovenia,4,German,Slovene,f26aff
Uri,South Africa,1,German,Zulu,ff0000
Uri,Spain,12,German,Spanish,68ffcb
Uri,Switzerland,39,German,German,68ffcb
Uri,Syria,6,German,Arabic,fffd06
Uri,Thailand,3,German,Thai,c45dff
Uri,Turkey,3,German,Turkish,fffd06
Uri,Ukraine,4,German,Ukrainian,ffc668
Uri,United Kingdom,2,German,English,68ED7C
Uri,United States,3,German,English,68ED7C
Valais / Wallis,Afghanistan,26,French,Pashto,ff0880
Valais / Wallis,Albania,2,French,Albanian,ff0000
Valais / Wallis,Algeria,4,French,Arabic,fffd06
Valais / Wallis,Angola,5,French,Portuguese,0406ff
Valais / Wallis,Argentina,10,French,Spanish,68ffcb
Valais / Wallis,Armenia,11,French,Armenian,25ff04
Valais / Wallis,Australia,10,French,English,68ED7C
Valais / Wallis,Austria,63,French,German,68ffcb
Valais / Wallis,Azerbaijan,5,French,Azerbaijani,08f9ff
Valais / Wallis,Bangladesh,1,French,Bengali,0406ff
Valais / Wallis,Belarus,3,French,Russian,68ED7C
Valais / Wallis,Belgium,145,French,Dutch,fffd66
Valais / Wallis,Bolivia,2,French,Spanish,68ffcb
Valais / Wallis,Bosnia and Herzegovina,9,French,Croatian,9900ff
Valais / Wallis,Brazil,32,French,Portuguese,0406ff
Valais / Wallis,Bulgaria,35,French,Bulgarian,0406ff
Valais / Wallis,Cameroon,6,French,English,68ED7C
Valais / Wallis,Canada,24,French,English,68ED7C
Valais / Wallis,Cape Verde,2,French,Portuguese,0406ff
Valais / Wallis,Chile,4,French,Spanish,68ffcb
Valais / Wallis,Colombia,14,French,Spanish,68ffcb
Valais / Wallis,Congo,9,French,French,f26aff
Valais / Wallis,Congo,1,French,French,f26aff
Valais / Wallis,Côte d'Ivoire,6,French,French,f26aff
Valais / Wallis,Croatia,5,French,Albanian,ff0000
Valais / Wallis,Cuba,1,French,Spanish,68ffcb
Valais / Wallis,Cyprus,9,French,Greek,c45dff
Valais / Wallis,Czech Republic,31,French,Czech,ff0880
Valais / Wallis,Denmark,6,French,Danish,ff4743
Valais / Wallis,Dominica,1,French,English,68ED7C
Valais / Wallis,Dominican Republic,1,French,Spanish,68ffcb
Valais / Wallis,Ecuador,3,French,Spanish,68ffcb
Valais / Wallis,Egypt,3,French,Arabic,fffd06
Valais / Wallis,El Salvador,3,French,Spanish,68ffcb
Valais / Wallis,Eritrea,69,French,Arabic,fffd06
Valais / Wallis,Estonia,1,French,Estonian,6cd8ed
Valais / Wallis,Finland,8,French,Finnish,7677ff
Valais / Wallis,France,1147,French,French,f26aff
Valais / Wallis,Gambia,1,French,English,68ED7C
Valais / Wallis,Georgia,3,French,Georgian,ffad61
Valais / Wallis,Germany,353,French,German,68ffcb
Valais / Wallis,Ghana,2,French,English,68ED7C
Valais / Wallis,Greece,35,French,Greek,c45dff
Valais / Wallis,Guatemala,3,French,Spanish,68ffcb
Valais / Wallis,Guinea,5,French,French,f26aff
Valais / Wallis,Haiti,2,French,French,f26aff
Valais / Wallis,Honduras,1,French,Spanish,68ffcb
Valais / Wallis,Hungary,60,French,Hungarian,fbffa1
Valais / Wallis,Iceland,7,French,Icelandic,90ff9b
Valais / Wallis,India,85,French,Hindi,ff908e
Valais / Wallis,Indonesia,32,French,Indonesian,99eaff
Valais / Wallis,Iran,6,French,Persian,ff4743
Valais / Wallis,Iraq,1,French,Arabic,fffd06
Valais / Wallis,Ireland,7,French,English,68ED7C
Valais / Wallis,Israel,1,French,Hebrew,ff339f
Valais / Wallis,Italy,603,French,Italian,9baaff
Valais / Wallis,Japan,17,French,Japanese,ff9df5
Valais / Wallis,Jordan,6,French,Arabic,fffd06
Valais / Wallis,Kazakhstan,15,French,Rusian,68ED7C
Valais / Wallis,Kenya,12,French,English,68ED7C
Valais / Wallis,Kosovo,58,French,Albanian,ff0000
Valais / Wallis,Kyrgyzstan,1,French,Russian,68ED7C
Valais / Wallis,Laos,2,French,Lao,c994ff
Valais / Wallis,Latvia,9,French,Latvian,ff96c8
Valais / Wallis,Lebanon,9,French,Arabic,fffd06
Valais / Wallis,Liberia,1,French,English,68ED7C
Valais / Wallis,Libya,2,French,Arabic,fffd06
Valais / Wallis,Lithuania,8,French,Lithuanian,ff0000
Valais / Wallis,Luxembourg,6,French,French,f26aff
Valais / Wallis,Macedonia,40,French,Macedonian,fffd06
Valais / Wallis,Madagascar,2,French,French,f26aff
Valais / Wallis,Malaysia,30,French,Malaysian,08f9ff
Valais / Wallis,Mali,1,French,French,f26aff
Valais / Wallis,Mauritius,4,French,English,68ED7C
Valais / Wallis,Mexico,12,French,Spanish,68ffcb
Valais / Wallis,Moldova,2,French,Romanian,fffd66
Valais / Wallis,Morocco,10,French,Arabic,fffd06
Valais / Wallis,Myanmar,3,French,Burmese,ff8424
Valais / Wallis,Namibia,1,French,English,68ED7C
Valais / Wallis,Nepal,1,French,Nepali,04ffa8
Valais / Wallis,Netherlands,80,French,Dutch,fffd66
Valais / Wallis,Nigeria,10,French,English,68ED7C
Valais / Wallis,Norway,9,French,Norwegian,9900ff
Valais / Wallis,Pakistan,5,French,Urdu,a1ffd1
Valais / Wallis,Panama,2,French,Spanish,68ffcb
Valais / Wallis,Paraguay,2,French,Spanish,68ffcb
Valais / Wallis,Peru,10,French,Spanish,68ffcb
Valais / Wallis,Poland,107,French,Polish,25ff04
Valais / Wallis,Portugal,1916,French,Portuguese,0406ff
Valais / Wallis,Republic of Uzbekistan,2,French,Uzbek,c994ff
Valais / Wallis,Romania,81,French,Romanian,fffd66
Valais / Wallis,Russia,90,French,Russian,68ED7C
Valais / Wallis,Saudi Arabia,5,French,Arabic,fffd06
Valais / Wallis,Senegal,2,French,French,f26aff
Valais / Wallis,Serbia,32,French,Serbian,6cd8ed
Valais / Wallis,Sierra Leone,1,French,English,68ED7C
Valais / Wallis,Singapore,12,French,English,68ED7C
Valais / Wallis,Slovakia,49,French,Slovak,7677ff
Valais / Wallis,Slovenia,25,French,Slovene,f26aff
Valais / Wallis,Somalia,11,French,Somali,ffad61
Valais / Wallis,South Africa,6,French,Zulu,ff0000
Valais / Wallis,South Korea,59,French,Korean,a1ffd1
Valais / Wallis,Spain,281,French,Spanish,68ffcb
Valais / Wallis,Sweden,27,French,Swedish,ff339f
Valais / Wallis,Switzerland,825,French,German,68ffcb
Valais / Wallis,Syria,53,French,Arabic,fffd06
Valais / Wallis,Tajikistan,1,French,Tajik,ff908e
Valais / Wallis,Thailand,50,French,Thai,c45dff
Valais / Wallis,Togo,3,French,French,f26aff
Valais / Wallis,Tunisia,15,French,Arabic,fffd06
Valais / Wallis,Turkey,27,French,Turkish,fffd06
Valais / Wallis,Uganda,2,French,English,68ED7C
Valais / Wallis,Ukraine,21,French,Ukrainian,ffc668
Valais / Wallis,United Arab Emirates,1,French,Arabic,fffd06
Valais / Wallis,United Kingdom,176,French,English,68ED7C
Valais / Wallis,United States,34,French,English,68ED7C
Valais / Wallis,Uruguay,3,French,Spanish,68ffcb
Valais / Wallis,Venezuela,5,French,Spanish,68ffcb
Valais / Wallis,Vietnam,37,French,Vietnamese,ff96c8
Valais / Wallis,Yemen,1,French,Arabic,fffd06
Valais / Wallis,Zimbabwe,2,French,English,68ED7C
Vaud,Afghanistan,38,French,Pashto,ff0880
Vaud,Albania,34,French,Albanian,ff0000
Vaud,Algeria,61,French,Arabic,fffd06
Vaud,Andorra,3,French,Catalan,04ffa8
Vaud,Angola,8,French,Portuguese,0406ff
Vaud,Argentina,39,French,Spanish,68ffcb
Vaud,Armenia,25,French,Armenian,25ff04
Vaud,Australia,99,French,English,68ED7C
Vaud,Austria,64,French,German,68ffcb
Vaud,Azerbaijan,16,French,Azerbaijani,08f9ff
Vaud,Bahrain,1,French,Arabic,fffd06
Vaud,Bangladesh,7,French,Bengali,0406ff
Vaud,Belarus,13,French,Russian,68ED7C
Vaud,Belgium,372,French,Dutch,fffd66
Vaud,Benin,11,French,French,f26aff
Vaud,Bolivia,14,French,Spanish,68ffcb
Vaud,Bosnia and Herzegovina,50,French,Croatian,9900ff
Vaud,Botswana,4,French,English,68ED7C
Vaud,Brazil,345,French,Portuguese,0406ff
Vaud,Bulgaria,182,French,Bulgarian,0406ff
Vaud,Burkina Faso,5,French,French,f26aff
Vaud,Cambodia,6,French,Khmer,ffc668
Vaud,Cameroon,58,French,English,68ED7C
Vaud,Canada,231,French,English,68ED7C
Vaud,Cape Verde,25,French,Portuguese,0406ff
Vaud,Chile,40,French,Spanish,68ffcb
Vaud,Colombia,95,French,Spanish,68ffcb
Vaud,Congo,55,French,French,f26aff
Vaud,Congo,4,French,French,f26aff
Vaud,Costa Rica,6,French,Spanish,68ffcb
Vaud,Côte d'Ivoire,29,French,French,f26aff
Vaud,Croatia,38,French,Albanian,ff0000
Vaud,Cuba,9,French,Spanish,68ffcb
Vaud,Cyprus,7,French,Greek,c45dff
Vaud,Czech Republic,65,French,Czech,ff0880
Vaud,Denmark,73,French,Danish,ff4743
Vaud,Dominican Republic,18,French,Spanish,68ffcb
Vaud,Ecuador,85,French,Spanish,68ffcb
Vaud,Egypt,43,French,Arabic,fffd06
Vaud,El Salvador,3,French,Spanish,68ffcb
Vaud,Eritrea,125,French,Arabic,fffd06
Vaud,Estonia,21,French,Estonian,6cd8ed
Vaud,Finland,62,French,Finnish,7677ff
Vaud,France,5117,French,French,f26aff
Vaud,Gabon,2,French,French,f26aff
Vaud,Gambia,8,French,English,68ED7C
Vaud,Georgia,7,French,Georgian,ffad61
Vaud,Germany,589,French,German,68ffcb
Vaud,Ghana,8,French,English,68ED7C
Vaud,Greece,171,French,Greek,c45dff
Vaud,Guatemala,4,French,Spanish,68ffcb
Vaud,Guinea,11,French,French,f26aff
Vaud,Guinea-Bissau,3,French,Portuguese,0406ff
Vaud,Haiti,5,French,French,f26aff
Vaud,Honduras,4,French,Spanish,68ffcb
Vaud,Hungary,110,French,Hungarian,fbffa1
Vaud,Iceland,12,French,Icelandic,90ff9b
Vaud,India,335,French,Hindi,ff908e
Vaud,Indonesia,51,French,Indonesian,99eaff
Vaud,Iran,59,French,Persian,ff4743
Vaud,Iraq,27,French,Arabic,fffd06
Vaud,Ireland,77,French,English,68ED7C
Vaud,Israel,30,French,Hebrew,ff339f
Vaud,Italy,1623,French,Italian,9baaff
Vaud,Jamaica,1,French,English,68ED7C
Vaud,Japan,190,French,Japanese,ff9df5
Vaud,Jordan,12,French,Arabic,fffd06
Vaud,Kazakhstan,44,French,Rusian,68ED7C
Vaud,Kenya,28,French,English,68ED7C
Vaud,Kosovo,304,French,Albanian,ff0000
Vaud,Kuwait,6,French,Arabic,fffd06
Vaud,Kyrgyzstan,4,French,Rusian,68ED7C
Vaud,Latvia,20,French,Latvian,ff96c8
Vaud,Lebanon,56,French,Arabic,fffd06
Vaud,Liberia,1,French,English,68ED7C
Vaud,Libya,5,French,Arabic,fffd06
Vaud,Lithuania,29,French,Lithuanian,ff0000
Vaud,Luxembourg,37,French,French,f26aff
Vaud,Macedonia,124,French,Macedonian,fffd06
Vaud,Madagascar,22,French,French,f26aff
Vaud,Malaysia,39,French,Malaysian,08f9ff
Vaud,Mali,6,French,French,f26aff
Vaud,Malta,1,French,English,68ED7C
Vaud,Mauritania,6,French,Arabic,fffd06
Vaud,Mauritius,21,French,English,68ED7C
Vaud,Mexico,146,French,Spanish,68ffcb
Vaud,Moldova,9,French,Romanian,fffd66
Vaud,Mongolia,15,French,Mongolian,0406ff
Vaud,Morocco,148,French,Arabic,fffd06
Vaud,Mozambique,1,French,Portuguese,0406ff
Vaud,Myanmar,7,French,Burmese,ff8424
Vaud,Namibia,1,French,English,68ED7C
Vaud,Nepal,22,French,Nepali,04ffa8
Vaud,Netherlands,214,French,Dutch,fffd66
Vaud,New Zealand,18,French,English,68ED7C
Vaud,Nicaragua,4,French,Spanish,68ffcb
Vaud,Niger,4,French,French,f26aff
Vaud,Nigeria,34,French,English,68ED7C
Vaud,North Korea,1,French,Korean,a1ffd1
Vaud,Norway,40,French,Norwegian,9900ff
Vaud,Oman,1,French,Arabic,fffd06
Vaud,Pakistan,35,French,Urdu,a1ffd1
Vaud,Panama,4,French,Spanish,68ffcb
Vaud,Paraguay,8,French,Spanish,68ffcb
Vaud,Peru,37,French,Spanish,68ffcb
Vaud,Poland,322,French,Polish,25ff04
Vaud,Portugal,3100,French,Portuguese,0406ff
Vaud,Republic of Uzbekistan,3,French,Uzbek,c994ff
Vaud,Romania,277,French,Romanian,fffd66
Vaud,Russia,431,French,Russian,68ED7C
Vaud,Saudi Arabia,53,French,Arabic,fffd06
Vaud,Senegal,51,French,French,f26aff
Vaud,Serbia,135,French,Serbian,6cd8ed
Vaud,Seychellen,2,French,English,68ED7C
Vaud,Sierra Leone,1,French,English,68ED7C
Vaud,Singapore,30,French,English,68ED7C
Vaud,Slovakia,65,French,Slovak,7677ff
Vaud,Slovenia,32,French,Slovene,f26aff
Vaud,Somalia,26,French,Somali,ffad61
Vaud,South Africa,30,French,Zulu,ff0000
Vaud,South Korea,179,French,Korean,a1ffd1
Vaud,South Sudan,1,French,English,68ED7C
Vaud,Spain,1316,French,Spanish,68ffcb
Vaud,State of Palestine,6,French,Arabic,fffd06
Vaud,Sudan,5,French,Arabic,fffd06
Vaud,Sweden,130,French,Swedish,ff339f
Vaud,Switzerland,3457,French,German,68ffcb
Vaud,Syria,219,French,Arabic,fffd06
Vaud,Thailand,111,French,Thai,c45dff
Vaud,Togo,15,French,French,f26aff
Vaud,Tunisia,131,French,Arabic,fffd06
Vaud,Turkey,143,French,Turkish,fffd06
Vaud,Uganda,5,French,English,68ED7C
Vaud,Ukraine,116,French,Ukrainian,ffc668
Vaud,United Arab Emirates,3,French,Arabic,fffd06
Vaud,United Kingdom,743,French,English,68ED7C
Vaud,United States,650,French,English,68ED7C
Vaud,Uruguay,3,French,Spanish,68ffcb
Vaud,Venezuela,35,French,Spanish,68ffcb
Vaud,Vietnam,90,French,Vietnamese,ff96c8
Vaud,Yemen,17,French,Arabic,fffd06
Vaud,Zambia,3,French,English,68ED7C
Vaud,Zimbabwe,5,French,English,68ED7C
Zug,Afghanistan,10,German,Pashto,ff0880
Zug,Algeria,1,German,Arabic,fffd06
Zug,Argentina,5,German,Spanish,68ffcb
Zug,Australia,35,German,English,68ED7C
Zug,Austria,65,German,German,68ffcb
Zug,Bangladesh,1,German,Bengali,0406ff
Zug,Belarus,6,German,Russian,68ED7C
Zug,Belgium,43,German,Dutch,fffd66
Zug,Bolivia,1,German,Spanish,68ffcb
Zug,Bosnia and Herzegovina,19,German,Croatian,9900ff
Zug,Brazil,24,German,Portuguese,0406ff
Zug,Bulgaria,10,German,Bulgarian,0406ff
Zug,Cameroon,1,German,English,68ED7C
Zug,Canada,15,German,English,68ED7C
Zug,Chile,5,German,Spanish,68ffcb
Zug,Colombia,4,German,Spanish,68ffcb
Zug,Croatia,18,German,Albanian,ff0000
Zug,Cuba,1,German,Spanish,68ffcb
Zug,Cyprus,4,German,Greek,c45dff
Zug,Czech Republic,16,German,Czech,ff0880
Zug,Denmark,65,German,Danish,ff4743
Zug,Dominican Republic,4,German,Spanish,68ffcb
Zug,Ecuador,5,German,Spanish,68ffcb
Zug,Egypt,2,German,Arabic,fffd06
Zug,Eritrea,21,German,Arabic,fffd06
Zug,Estonia,1,German,Estonian,6cd8ed
Zug,Finland,36,German,Finnish,7677ff
Zug,France,119,German,French,f26aff
Zug,Germany,501,German,German,68ffcb
Zug,Ghana,1,German,English,68ED7C
Zug,Greece,26,German,Greek,c45dff
Zug,Guinea,1,German,French,f26aff
Zug,Honduras,2,German,Spanish,68ffcb
Zug,Hungary,114,German,Hungarian,fbffa1
Zug,Iceland,2,German,Icelandic,90ff9b
Zug,India,32,German,Hindi,ff908e
Zug,Indonesia,3,German,Indonesian,99eaff
Zug,Iran,6,German,Persian,ff4743
Zug,Iraq,1,German,Arabic,fffd06
Zug,Ireland,29,German,English,68ED7C
Zug,Israel,3,German,Hebrew,ff339f
Zug,Italy,188,German,Italian,9baaff
Zug,Japan,4,German,Japanese,ff9df5
Zug,Kazakhstan,1,German,Rusian,68ED7C
Zug,Kosovo,17,German,Albanian,ff0000
Zug,Latvia,7,German,Latvian,ff96c8
Zug,Lebanon,1,German,Arabic,fffd06
Zug,Lithuania,8,German,Lithuanian,ff0000
Zug,Luxembourg,3,German,French,f26aff
Zug,Macedonia,21,German,Macedonian,fffd06
Zug,Malaysia,1,German,Malaysian,08f9ff
Zug,Malta,3,German,English,68ED7C
Zug,Mexico,6,German,Spanish,68ffcb
Zug,Mongolia,2,German,Mongolian,0406ff
Zug,Morocco,1,German,Arabic,fffd06
Zug,Mozambique,1,German,Portuguese,0406ff
Zug,Nepal,1,German,Nepali,04ffa8
Zug,Netherlands,61,German,Dutch,fffd66
Zug,New Zealand,3,German,English,68ED7C
Zug,Nigeria,4,German,English,68ED7C
Zug,Norway,11,German,Norwegian,9900ff
Zug,Peru,2,German,Spanish,68ffcb
Zug,Poland,81,German,Polish,25ff04
Zug,Portugal,127,German,Portuguese,0406ff
Zug,Romania,30,German,Romanian,fffd66
Zug,Russia,94,German,Russian,68ED7C
Zug,Saudi Arabia,1,German,Arabic,fffd06
Zug,Senegal,1,German,French,f26aff
Zug,Serbia,24,German,Serbian,6cd8ed
Zug,Singapore,4,German,English,68ED7C
Zug,Slovakia,34,German,Slovak,7677ff
Zug,Slovenia,14,German,Slovene,f26aff
Zug,Somalia,1,German,Somali,ffad61
Zug,South Africa,34,German,Zulu,ff0000
Zug,South Korea,5,German,Korean,a1ffd1
Zug,Spain,123,German,Spanish,68ffcb
Zug,State of Palestine,1,German,Arabic,fffd06
Zug,Sweden,25,German,Swedish,ff339f
Zug,Syria,23,German,Arabic,fffd06
Zug,Thailand,13,German,Thai,c45dff
Zug,Trinidad and Tobago,1,German,English,68ED7C
Zug,Tunisia,4,German,Arabic,fffd06
Zug,Turkey,24,German,Turkish,fffd06
Zug,Ukraine,24,German,Ukrainian,ffc668
Zug,United Kingdom,287,German,English,68ED7C
Zug,United States,133,German,English,68ED7C
Zug,Uruguay,2,German,Spanish,68ffcb
Zug,Venezuela,1,German,Spanish,68ffcb
Zug,Vietnam,2,German,Vietnamese,ff96c8
Zug,Zambia,1,German,English,68ED7C
Zug,Zimbabwe,1,German,English,68ED7C
Zürich,Afghanistan,105,German,Pashto,ff0880
Zürich,Albania,31,German,Albanian,ff0000
Zürich,Algeria,28,German,Arabic,fffd06
Zürich,Angola,5,German,Portuguese,0406ff
